TimeStamp,pressure,light,temp,WindDirection,wind_speed,RainfallWeekly,RainfallDaily,BatteryVoltage,humidity,rain,Longitude,Latitude,Topic,IMEINumber,SignalStrength,DeviceId,om_temp,om_hum,om_press,om_wind,om_rain,om_solar,merge_time
2026-01-15 11:25:00,990.0,14076.8,9.0,260.4,0.396,0.0,0.0,3.93,93.3,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-45,1,10.1,84,988.1,5.4,0.0,461.0,2026-01-15 11:25:00
2026-01-15 11:30:00,990.0,14172.8,9.1,66.7,2.3760000000000003,0.0,0.0,3.92,93.8,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-47,1,10.1,84,988.1,5.4,0.0,461.0,2026-01-15 11:30:00
2026-01-15 11:35:00,990.0,15603.2,9.3,277.0,1.9440000000000002,0.0,0.0,3.93,92.2,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-45,1,11.4,82,987.2,5.1,0.0,549.0,2026-01-15 11:35:00
2026-01-15 11:40:00,989.0,16284.8,9.5,193.8,2.52,0.0,0.0,3.94,91.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,11.4,82,987.2,5.1,0.0,549.0,2026-01-15 11:40:00
2026-01-15 12:05:00,989.0,20588.8,10.2,212.7,1.6560000000000001,0.0,0.0,3.93,88.8,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-46,1,11.4,82,987.2,5.1,0.0,549.0,2026-01-15 12:05:00
2026-01-15 12:05:00,989.0,20588.8,10.2,212.7,1.6560000000000001,0.0,0.0,3.93,88.8,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-46,1,11.4,82,987.2,5.1,0.0,549.0,2026-01-15 12:05:00
2026-01-15 12:10:00,989.0,18620.8,10.3,262.4,2.7,0.0,0.0,3.93,89.3,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-48,1,11.4,82,987.2,5.1,0.0,549.0,2026-01-15 12:10:00
2026-01-15 12:15:00,989.0,17030.4,10.3,283.0,2.8800000000000003,0.0,0.0,3.94,90.5,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-48,1,11.4,82,987.2,5.1,0.0,549.0,2026-01-15 12:15:00
2026-01-15 12:20:00,989.0,17286.4,10.2,157.3,2.556,0.0,0.0,3.94,90.9,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-45,1,11.4,82,987.2,5.1,0.0,549.0,2026-01-15 12:20:00
2026-01-15 12:25:00,989.0,17056.0,10.1,211.5,5.904,0.0,0.0,3.94,92.3,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,11.4,82,987.2,5.1,0.0,549.0,2026-01-15 12:25:00
2026-01-15 12:30:00,989.0,17251.2,10.0,244.9,2.3760000000000003,0.0,0.0,3.93,92.2,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,11.4,82,987.2,5.1,0.0,549.0,2026-01-15 12:30:00
2026-01-15 12:35:00,989.0,16656.0,10.0,208.5,2.484,0.0,0.0,3.94,91.1,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,12.5,81,986.6,6.5,0.0,566.0,2026-01-15 12:35:00
2026-01-15 12:40:00,989.0,14953.6,9.9,241.7,4.896000000000001,0.0,0.0,3.93,93.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-48,1,12.5,81,986.6,6.5,0.0,566.0,2026-01-15 12:40:00
2026-01-15 12:45:00,989.0,17740.8,9.8,219.9,6.48,0.0,0.0,3.94,92.9,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,12.5,81,986.6,6.5,0.0,566.0,2026-01-15 12:45:00
2026-01-15 12:50:00,989.0,17091.2,9.8,235.1,3.3120000000000003,0.0,0.0,3.94,92.7,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,12.5,81,986.6,6.5,0.0,566.0,2026-01-15 12:50:00
2026-01-15 12:50:00,989.0,17091.2,9.8,235.1,3.3120000000000003,0.0,0.0,3.94,92.7,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,12.5,81,986.6,6.5,0.0,566.0,2026-01-15 12:50:00
2026-01-15 12:55:00,989.0,16873.6,9.7,217.1,4.572,0.0,0.0,3.94,91.8,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-46,1,12.5,81,986.6,6.5,0.0,566.0,2026-01-15 12:55:00
2026-01-15 13:00:00,988.0,17932.8,9.8,223.5,0.792,0.0,0.0,3.94,91.4,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,12.5,81,986.6,6.5,0.0,566.0,2026-01-15 13:00:00
2026-01-15 13:05:00,988.0,17609.6,9.7,213.8,5.867999999999999,0.0,0.0,3.95,92.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,12.5,81,986.6,6.5,0.0,566.0,2026-01-15 13:05:00
2026-01-15 13:10:00,988.0,16924.8,9.7,205.7,2.592,0.0,0.0,3.94,91.1,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-45,1,12.5,81,986.6,6.5,0.0,566.0,2026-01-15 13:10:00
2026-01-15 13:15:00,988.0,17836.8,9.7,198.6,7.524,0.0,0.0,3.94,91.8,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-46,1,12.5,81,986.6,6.5,0.0,566.0,2026-01-15 13:15:00
2026-01-15 13:20:00,988.0,17340.8,9.7,215.4,4.716,0.0,0.0,3.94,90.7,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,12.5,81,986.6,6.5,0.0,566.0,2026-01-15 13:20:00
2026-01-15 13:25:00,988.0,17878.4,9.8,188.9,5.904,0.0,0.0,3.95,90.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,12.5,81,986.6,6.5,0.0,566.0,2026-01-15 13:25:00
2026-01-15 13:30:00,988.0,18233.6,9.9,325.2,2.16,0.0,0.0,3.95,89.1,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-45,1,12.5,81,986.6,6.5,0.0,566.0,2026-01-15 13:30:00
2026-01-15 13:35:00,988.0,18252.8,10.1,176.0,3.708,0.0,0.0,3.95,87.7,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,13.3,80,985.7,7.2,0.0,503.0,2026-01-15 13:35:00
2026-01-15 13:40:00,988.0,18259.2,10.3,15.1,1.1520000000000001,0.0,0.0,3.95,88.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,13.3,80,985.7,7.2,0.0,503.0,2026-01-15 13:40:00
2026-01-15 13:45:00,988.0,21251.2,10.5,212.6,3.096,0.0,0.0,3.95,87.3,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-45,1,13.3,80,985.7,7.2,0.0,503.0,2026-01-15 13:45:00
2026-01-15 13:50:00,988.0,18588.8,10.7,237.1,3.384,0.0,0.0,3.95,86.4,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-46,1,13.3,80,985.7,7.2,0.0,503.0,2026-01-15 13:50:00
2026-01-15 13:55:00,988.0,20214.4,10.8,176.1,6.9479999999999995,0.0,0.0,3.96,86.4,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-48,1,13.3,80,985.7,7.2,0.0,503.0,2026-01-15 13:55:00
2026-01-15 14:00:00,988.0,21286.4,10.8,234.0,4.14,0.0,0.0,3.96,87.3,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-46,1,13.3,80,985.7,7.2,0.0,503.0,2026-01-15 14:00:00
2026-01-15 14:05:00,988.0,20086.4,11.0,268.1,1.548,0.0,0.0,3.96,86.7,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-45,1,13.3,80,985.7,7.2,0.0,503.0,2026-01-15 14:05:00
2026-01-15 14:10:00,988.0,20195.2,11.0,216.2,3.384,0.0,0.0,3.96,88.2,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,13.3,80,985.7,7.2,0.0,503.0,2026-01-15 14:10:00
2026-01-15 14:15:00,988.0,19968.0,11.0,205.4,12.492,0.0,0.0,3.96,89.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,13.3,80,985.7,7.2,0.0,503.0,2026-01-15 14:15:00
2026-01-15 14:35:00,987.0,21065.6,11.3,207.2,6.732,0.0,0.0,3.98,87.6,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,13.7,79,985.4,8.0,0.0,402.0,2026-01-15 14:35:00
2026-01-15 14:35:00,987.0,21065.6,11.3,207.2,6.732,0.0,0.0,3.98,87.6,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,13.7,79,985.4,8.0,0.0,402.0,2026-01-15 14:35:00
2026-01-15 14:40:00,987.0,20636.8,11.4,217.5,2.8080000000000003,0.0,0.0,3.98,87.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,13.7,79,985.4,8.0,0.0,402.0,2026-01-15 14:40:00
2026-01-15 14:45:00,987.0,21427.2,11.5,207.6,2.556,0.0,0.0,3.98,86.7,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,13.7,79,985.4,8.0,0.0,402.0,2026-01-15 14:45:00
2026-01-15 14:50:00,987.0,21168.0,11.6,177.7,6.66,0.0,0.0,3.98,85.7,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-45,1,13.7,79,985.4,8.0,0.0,402.0,2026-01-15 14:50:00
2026-01-15 14:55:00,987.0,20544.0,11.6,220.2,8.28,0.0,0.0,3.97,85.3,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,13.7,79,985.4,8.0,0.0,402.0,2026-01-15 14:55:00
2026-01-15 15:00:00,987.0,18448.0,11.6,220.5,5.724,0.0,0.0,3.98,86.3,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,13.7,79,985.4,8.0,0.0,402.0,2026-01-15 15:00:00
2026-01-15 15:05:00,987.0,18352.0,11.7,229.0,7.236,0.0,0.0,3.97,85.9,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,13.7,82,985.8,8.0,0.0,377.0,2026-01-15 15:05:00
2026-01-15 15:10:00,987.0,16838.4,11.7,195.5,2.988,0.0,0.0,3.97,85.9,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-46,1,12.7,82,985.7,7.8,0.0,377.0,2026-01-15 15:10:00
2026-01-15 15:15:00,987.0,16393.6,11.7,204.7,3.384,0.0,0.0,3.97,87.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,12.7,82,985.7,7.8,0.0,377.0,2026-01-15 15:15:00
2026-01-15 15:20:00,987.0,16022.4,11.7,199.2,6.9479999999999995,0.0,0.0,3.97,87.5,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,12.7,82,985.7,7.8,0.0,377.0,2026-01-15 15:20:00
2026-01-15 15:25:00,987.0,15497.6,11.6,209.4,6.12,0.0,0.0,3.97,88.2,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-45,1,12.7,82,985.7,7.8,0.0,377.0,2026-01-15 15:25:00
2026-01-15 15:30:00,987.0,16646.4,11.7,198.3,1.9800000000000002,0.0,0.0,3.97,87.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,12.7,82,985.7,7.8,0.0,377.0,2026-01-15 15:30:00
2026-01-15 15:35:00,987.0,15075.2,11.9,285.1,2.8440000000000003,0.0,0.0,3.98,85.8,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,12.4,83,985.3,7.9,0.0,242.0,2026-01-15 15:35:00
2026-01-15 15:40:00,986.0,14140.8,11.9,249.5,5.508,0.0,0.0,3.95,85.8,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,12.4,83,985.3,7.9,0.0,242.0,2026-01-15 15:40:00
2026-01-15 15:45:00,986.0,14124.8,12.0,291.2,2.988,0.0,0.0,3.97,86.4,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,12.4,83,985.3,7.9,0.0,242.0,2026-01-15 15:45:00
2026-01-15 15:50:00,986.0,13433.6,12.0,257.8,1.1520000000000001,0.0,0.0,3.96,86.4,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-46,1,12.4,83,985.3,7.9,0.0,242.0,2026-01-15 15:50:00
2026-01-15 15:55:00,986.0,13164.8,12.1,193.4,4.068,0.0,0.0,3.97,86.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-45,1,12.4,83,985.3,7.9,0.0,242.0,2026-01-15 15:55:00
2026-01-15 16:00:00,986.0,12454.4,12.1,220.2,3.528,0.0,0.0,3.97,86.6,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,12.4,83,985.3,7.9,0.0,242.0,2026-01-15 16:00:00
2026-01-15 16:05:00,986.0,12092.8,12.1,196.5,5.328,0.0,0.0,3.97,87.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-45,1,12.4,83,985.3,7.9,0.0,242.0,2026-01-15 16:05:00
2026-01-15 16:10:00,986.0,11500.8,12.2,213.0,3.636,0.0,0.0,3.97,87.3,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-45,1,12.4,83,985.3,7.9,0.0,242.0,2026-01-15 16:10:00
2026-01-15 16:15:00,986.0,11152.0,12.2,277.8,1.692,0.0,0.0,3.97,86.8,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,12.4,83,985.3,7.9,0.0,242.0,2026-01-15 16:15:00
2026-01-15 16:20:00,986.0,10649.6,12.2,176.9,3.168,0.0,0.0,3.96,86.9,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,12.4,83,985.3,7.9,0.0,242.0,2026-01-15 16:20:00
2026-01-15 16:25:00,986.0,10160.0,12.2,204.7,5.652,0.0,0.0,3.96,86.4,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,12.4,83,985.3,7.9,0.0,242.0,2026-01-15 16:25:00
2026-01-15 16:30:00,986.0,9590.4,12.2,211.3,7.596,0.0,0.0,3.97,87.1,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,12.4,83,985.3,7.9,0.0,242.0,2026-01-15 16:30:00
2026-01-15 16:35:00,986.0,9238.4,12.2,209.3,2.8440000000000003,0.0,0.0,3.97,87.5,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,11.4,88,985.1,5.4,0.0,80.0,2026-01-15 16:35:00
2026-01-15 16:40:00,986.0,8569.6,12.2,168.4,2.196,0.0,0.0,3.96,88.2,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,11.4,88,985.1,5.4,0.0,80.0,2026-01-15 16:40:00
2026-01-15 16:45:00,986.0,7747.2,12.1,180.1,2.16,0.0,0.0,3.97,88.9,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,11.4,88,985.1,5.4,0.0,80.0,2026-01-15 16:45:00
2026-01-15 16:50:00,986.0,7347.2,12.0,176.3,4.068,0.0,0.0,3.96,89.4,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,11.4,88,985.1,5.4,0.0,80.0,2026-01-15 16:50:00
2026-01-15 16:50:00,986.0,7347.2,12.0,176.3,4.068,0.0,0.0,3.96,89.4,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,11.4,88,985.1,5.4,0.0,80.0,2026-01-15 16:50:00
2026-01-15 16:55:00,986.0,6675.2,12.0,221.3,4.392,0.0,0.0,3.96,89.9,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,11.4,88,985.1,5.4,0.0,80.0,2026-01-15 16:55:00
2026-01-15 17:00:00,986.0,6115.2,11.9,215.4,4.752000000000001,0.0,0.0,3.96,90.4,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,11.4,88,985.1,5.4,0.0,80.0,2026-01-15 17:00:00
2026-01-15 17:00:00,986.0,6115.2,11.9,215.4,4.752000000000001,0.0,0.0,3.96,90.4,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,11.4,88,985.1,5.4,0.0,80.0,2026-01-15 17:00:00
2026-01-15 17:05:00,986.0,5318.4,11.8,204.5,3.9240000000000004,0.0,0.0,3.97,90.7,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-46,1,11.4,88,985.1,5.4,0.0,80.0,2026-01-15 17:05:00
2026-01-15 17:10:00,986.0,4579.2,11.7,196.8,5.364,0.0,0.0,3.95,91.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,11.4,88,985.1,5.4,0.0,80.0,2026-01-15 17:10:00
2026-01-15 17:15:00,986.0,3913.6,11.6,230.2,3.204,0.0,0.0,3.95,91.7,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,11.4,88,985.1,5.4,0.0,80.0,2026-01-15 17:15:00
2026-01-15 17:20:00,986.0,3177.6,11.4,203.0,2.988,0.0,0.0,3.97,92.6,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,11.4,88,985.1,5.4,0.0,80.0,2026-01-15 17:20:00
2026-01-15 17:25:00,986.0,2435.2,11.3,220.1,3.9960000000000004,0.0,0.0,3.95,93.3,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,11.4,88,985.1,5.4,0.0,80.0,2026-01-15 17:25:00
2026-01-15 17:30:00,986.0,1942.4,11.2,217.2,3.06,0.0,0.0,3.96,94.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,11.4,88,985.1,5.4,0.0,80.0,2026-01-15 17:30:00
2026-01-15 17:35:00,986.0,1392.0,11.0,9.9,0.6120000000000001,0.0,0.0,3.97,94.3,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,10.3,93,985.4,3.9,0.0,1.0,2026-01-15 17:35:00
2026-01-15 17:40:00,986.0,912.0,10.8,201.3,1.2240000000000002,0.0,0.0,3.96,95.8,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,10.3,93,985.4,3.9,0.0,1.0,2026-01-15 17:40:00
2026-01-15 17:45:00,986.0,540.8,10.5,173.1,0.936,0.0,0.0,3.96,96.1,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,10.3,93,985.4,3.9,0.0,1.0,2026-01-15 17:45:00
2026-01-15 17:50:00,986.0,265.6,10.3,175.8,1.116,0.0,0.0,3.96,97.1,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-46,1,10.3,93,985.4,3.9,0.0,1.0,2026-01-15 17:50:00
2026-01-15 17:55:00,986.0,108.8,10.0,186.2,1.62,0.0,0.0,3.96,97.9,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-45,1,10.3,93,985.4,3.9,0.0,1.0,2026-01-15 17:55:00
2026-01-15 18:00:00,986.0,38.4,9.8,175.2,1.044,0.0,0.0,3.95,97.9,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-45,1,10.3,93,985.4,3.9,0.0,1.0,2026-01-15 18:00:00
2026-01-15 18:05:00,986.0,9.6,9.6,211.7,1.296,0.0,0.0,3.95,98.8,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,10.3,93,985.4,3.9,0.0,1.0,2026-01-15 18:05:00
2026-01-15 18:10:00,986.0,0.0,9.4,194.2,1.1880000000000002,0.0,0.0,3.95,98.8,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,10.3,93,985.4,3.9,0.0,1.0,2026-01-15 18:10:00
2026-01-15 18:15:00,986.0,0.0,9.2,201.7,0.18000000000000002,0.0,0.0,3.96,99.1,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-45,1,10.3,93,985.4,3.9,0.0,1.0,2026-01-15 18:15:00
2026-01-15 18:20:00,986.0,0.0,9.0,141.8,1.044,0.0,0.0,3.95,98.9,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,10.3,93,985.4,3.9,0.0,1.0,2026-01-15 18:20:00
2026-01-15 18:25:00,986.0,0.0,8.9,143.9,1.8,0.0,0.0,3.96,99.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,10.3,93,985.4,3.9,0.0,1.0,2026-01-15 18:25:00
2026-01-15 18:30:00,986.0,0.0,8.8,168.3,2.232,0.0,0.0,3.96,100.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,10.3,93,985.4,3.9,0.0,1.0,2026-01-15 18:30:00
2026-01-15 18:35:00,986.0,0.0,8.7,118.9,0.7200000000000001,0.0,0.0,3.95,100.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,9.4,96,986.0,3.6,0.0,0.0,2026-01-15 18:35:00
2026-01-15 18:40:00,986.0,0.0,8.6,156.8,1.4400000000000002,0.0,0.0,3.95,100.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,9.4,96,986.0,3.6,0.0,0.0,2026-01-15 18:40:00
2026-01-15 18:45:00,986.0,0.0,8.6,154.2,1.044,0.0,0.0,3.95,100.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,9.4,96,986.0,3.6,0.0,0.0,2026-01-15 18:45:00
2026-01-15 18:50:00,986.0,0.0,8.6,201.7,1.728,0.0,0.0,3.95,100.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,9.4,96,986.0,3.6,0.0,0.0,2026-01-15 18:50:00
2026-01-15 18:55:00,986.0,0.0,8.6,223.1,1.692,0.0,0.0,3.96,100.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,9.4,96,986.0,3.6,0.0,0.0,2026-01-15 18:55:00
2026-01-15 19:00:00,987.0,0.0,8.6,169.5,1.692,0.0,0.0,3.95,100.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,9.4,96,986.0,3.6,0.0,0.0,2026-01-15 19:00:00
2026-01-15 19:05:00,987.0,0.0,8.7,198.0,1.9440000000000002,0.0,0.0,3.96,100.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,9.4,96,986.0,3.6,0.0,0.0,2026-01-15 19:05:00
2026-01-15 19:10:00,987.0,0.0,8.7,234.5,1.584,0.0,0.0,3.94,100.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,9.4,96,986.0,3.6,0.0,0.0,2026-01-15 19:10:00
2026-01-15 19:15:00,987.0,0.0,8.7,224.5,1.476,0.0,0.0,3.96,100.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,9.4,96,986.0,3.6,0.0,0.0,2026-01-15 19:15:00
2026-01-15 19:20:00,987.0,0.0,8.7,215.7,1.836,0.0,0.0,3.96,100.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-45,1,9.4,96,986.0,3.6,0.0,0.0,2026-01-15 19:20:00
2026-01-15 19:25:00,987.0,0.0,8.6,211.2,1.116,0.0,0.0,3.96,100.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,9.4,96,986.0,3.6,0.0,0.0,2026-01-15 19:25:00
2026-01-15 19:30:00,987.0,0.0,8.5,180.3,0.468,0.0,0.0,3.96,100.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,9.4,96,986.0,3.6,0.0,0.0,2026-01-15 19:30:00
2026-01-15 19:35:00,987.0,0.0,8.4,173.4,1.764,0.0,0.0,3.95,100.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,8.7,97,986.1,3.4,0.0,0.0,2026-01-15 19:35:00
2026-01-15 19:40:00,987.0,0.0,8.3,171.3,1.6560000000000001,0.0,0.0,3.95,100.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,8.7,97,986.1,3.4,0.0,0.0,2026-01-15 19:40:00
2026-01-15 19:45:00,987.0,0.0,8.2,303.8,0.648,0.0,0.0,3.96,100.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,8.7,97,986.1,3.4,0.0,0.0,2026-01-15 19:45:00
2026-01-15 19:50:00,987.0,0.0,8.1,215.0,0.684,0.0,0.0,3.95,100.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,8.7,97,986.1,3.4,0.0,0.0,2026-01-15 19:50:00
2026-01-15 19:55:00,987.0,0.0,8.0,285.4,1.0080000000000002,0.0,0.0,3.95,100.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,8.7,97,986.1,3.4,0.0,0.0,2026-01-15 19:55:00
2026-01-15 20:00:00,987.0,0.0,7.9,232.9,1.08,0.0,0.0,3.96,100.0,0.0,76.473721,30.968912,WS/Campus/1,860738070183771,-44,1,8.7,97,986.1,3.4,0.0,0.0,2026-01-15 20:00:00
